Fext	FextSD	Fgen	R	RSD	Theta	ThetaSD	X	XSD	Y	YSD	Time	Interval	Round
1.27024000000000000909e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76286999999999993184e-003	0.00000000000000000000e+000	-8.67720000000000055707e+001	0.00000000000000000000e+000	6.50940022798384841825e-004	0.00000000000000000000e+000	1.63828804659596960133e-003	0.00000000000000000000e+000	4.81900008779484778643e+000	1	1
1.26983999999999994657e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76764000000000000984e-003	0.00000000000000000000e+000	-8.67360000000000042064e+001	0.00000000000000000000e+000	5.93153259986303662415e-004	0.00000000000000000000e+000	1.66514875604782544918e-003	0.00000000000000000000e+000	5.08600008778739720583e+000	1	1
1.26983999999999994657e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76334999999999990014e-003	0.00000000000000000000e+000	-8.68259999999999934062e+001	0.00000000000000000000e+000	7.38616806650976582410e-004	0.00000000000000000000e+000	1.60120218443290701811e-003	0.00000000000000000000e+000	5.35000008775386959314e+000	1	1
1.27007000000000005002e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76716999999999998215e-003	0.00000000000000000000e+000	-8.67120000000000032969e+001	0.00000000000000000000e+000	5.52875662398323456173e-004	0.00000000000000000000e+000	1.67845712212961063053e-003	0.00000000000000000000e+000	5.61500008776783943176e+000	1	1
1.26992000000000004434e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76526000000000004957e-003	0.00000000000000000000e+000	-8.67840000000000060254e+001	0.00000000000000000000e+000	6.71461237294033314038e-004	0.00000000000000000000e+000	1.63256934750459102232e-003	0.00000000000000000000e+000	5.88800008769612759352e+000	1	1
1.26963999999999998636e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76859999999999994644e-003	0.00000000000000000000e+000	-8.67600000000000051159e+001	0.00000000000000000000e+000	6.33285922802465008757e-004	0.00000000000000000000e+000	1.65133125083377196168e-003	0.00000000000000000000e+000	6.15500008768867701292e+000	1	1
1.26998000000000004661e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76764000000000000984e-003	0.00000000000000000000e+000	-8.67600000000000051159e+001	0.00000000000000000000e+000	6.32942173799926110014e-004	0.00000000000000000000e+000	1.65043490457073894519e-003	0.00000000000000000000e+000	6.42000008770264685154e+000	1	1
1.26968999999999994088e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76859999999999994644e-003	0.00000000000000000000e+000	-8.68319999999999936335e+001	0.00000000000000000000e+000	7.50438305355007094846e-004	0.00000000000000000000e+000	1.60149564777925784015e-003	0.00000000000000000000e+000	6.68600008776411414146e+000	1	1
1.26966999999999998749e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76811999999999997814e-003	0.00000000000000000000e+000	-8.67480000000000046612e+001	0.00000000000000000000e+000	6.13258343155201075120e-004	0.00000000000000000000e+000	1.65836140179109856226e-003	0.00000000000000000000e+000	6.95200008770916610956e+000	1	1
1.26992000000000004434e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76286999999999993184e-003	0.00000000000000000000e+000	-8.68139999999999929514e+001	0.00000000000000000000e+000	7.19153848250677100659e-004	0.00000000000000000000e+000	1.60951184507795454735e-003	0.00000000000000000000e+000	7.21600008779205381870e+000	1	1
1.26977999999999994429e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.75953999999999997558e-003	0.00000000000000000000e+000	-8.68499999999999943157e+001	0.00000000000000000000e+000	7.75150794594794425273e-004	0.00000000000000000000e+000	1.57959559927187023591e-003	0.00000000000000000000e+000	7.48300008778460323811e+000	1	1
1.26992000000000004434e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76429999999999989613e-003	0.00000000000000000000e+000	-8.67060000000000030695e+001	0.00000000000000000000e+000	5.41913493626369150574e-004	0.00000000000000000000e+000	1.67901288125662183880e-003	0.00000000000000000000e+000	7.74800008768215775490e+000	1	1
1.27024000000000000909e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76286999999999993184e-003	0.00000000000000000000e+000	-8.68319999999999936335e+001	0.00000000000000000000e+000	7.48006997264040072657e-004	0.00000000000000000000e+000	1.59630704093668453203e-003	0.00000000000000000000e+000	8.01300008769612759352e+000	1	1
1.27058000000000006935e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76096999999999993987e-003	0.00000000000000000000e+000	-8.68020000000000067075e+001	0.00000000000000000000e+000	6.99034167711769672399e-004	0.00000000000000000000e+000	1.61628171222454692854e-003	0.00000000000000000000e+000	8.27900008775759488344e+000	1	1
1.27015000000000000568e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76286999999999993184e-003	0.00000000000000000000e+000	-8.67360000000000042064e+001	0.00000000000000000000e+000	5.91552628041940140209e-004	0.00000000000000000000e+000	1.66065533002988712993e-003	0.00000000000000000000e+000	8.54400008777156472206e+000	1	1
1.26980999999999994543e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76239999999999990415e-003	0.00000000000000000000e+000	-8.68259999999999934062e+001	0.00000000000000000000e+000	7.38218878862211751006e-004	0.00000000000000000000e+000	1.60033954112601324062e-003	0.00000000000000000000e+000	8.81000008771661669016e+000	1	1
1.27027000000000001023e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76383000000000008528e-003	0.00000000000000000000e+000	-8.67840000000000060254e+001	0.00000000000000000000e+000	6.70917300667513497037e-004	0.00000000000000000000e+000	1.63124683741149912632e-003	0.00000000000000000000e+000	9.07500008773058652878e+000	1	1
1.26998000000000004661e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76906999999999997412e-003	0.00000000000000000000e+000	-8.67720000000000055707e+001	0.00000000000000000000e+000	6.53229373766607036844e-004	0.00000000000000000000e+000	1.64404989284038655084e-003	0.00000000000000000000e+000	9.34000008774455636740e+000	1	1
1.26971999999999994202e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76954999999999994242e-003	0.00000000000000000000e+000	-8.68439999999999940883e+001	0.00000000000000000000e+000	7.70015151058575132714e-004	0.00000000000000000000e+000	1.59323063918575180339e-003	0.00000000000000000000e+000	9.60700008773710578680e+000	1	1
1.27027000000000001023e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76191999999999993586e-003	0.00000000000000000000e+000	-8.67120000000000032969e+001	0.00000000000000000000e+000	5.51233150796388653679e-004	0.00000000000000000000e+000	1.67347067493370965131e-003	0.00000000000000000000e+000	9.87300008768215775490e+000	1	1
1.26957999999999998408e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76048999999999997157e-003	0.00000000000000000000e+000	-8.68319999999999936335e+001	0.00000000000000000000e+000	7.46997134566570347193e-004	0.00000000000000000000e+000	1.59415191278915852578e-003	0.00000000000000000000e+000	1.01400000877911224961e+001	1	1
1.26944000000000002615e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76621000000000004555e-003	0.00000000000000000000e+000	-8.67420000000000044338e+001	0.00000000000000000000e+000	6.02645488000755000235e-004	0.00000000000000000000e+000	1.66021570282067019303e-003	0.00000000000000000000e+000	1.04060000877361744642e+001	1	1
1.27015000000000000568e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76716999999999998215e-003	0.00000000000000000000e+000	-8.67480000000000046612e+001	0.00000000000000000000e+000	6.12928843219677781280e-004	0.00000000000000000000e+000	1.65747037441077286514e-003	0.00000000000000000000e+000	1.06730000877287238836e+001	1	1
1.26977999999999994429e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76621000000000004555e-003	0.00000000000000000000e+000	-8.68499999999999943157e+001	0.00000000000000000000e+000	7.78089207930068057877e-004	0.00000000000000000000e+000	1.58558347260645961067e-003	0.00000000000000000000e+000	1.09390000877901911736e+001	1	1
1.27015000000000000568e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76811999999999997814e-003	0.00000000000000000000e+000	-8.67360000000000042064e+001	0.00000000000000000000e+000	5.93314329867497525749e-004	0.00000000000000000000e+000	1.66560092470371848110e-003	0.00000000000000000000e+000	1.12060000877827405930e+001	1	1
1.26983999999999994657e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76383000000000008528e-003	0.00000000000000000000e+000	-8.68139999999999929514e+001	0.00000000000000000000e+000	7.19545475366868735392e-004	0.00000000000000000000e+000	1.61038833135957208317e-003	0.00000000000000000000e+000	1.14730000877752900124e+001	1	1
1.26986999999999994770e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76621000000000004555e-003	0.00000000000000000000e+000	-8.68319999999999936335e+001	0.00000000000000000000e+000	7.49424199536959816971e-004	0.00000000000000000000e+000	1.59933146447144812485e-003	0.00000000000000000000e+000	1.17390000877203419805e+001	1	1
1.26986999999999994770e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76954999999999994242e-003	0.00000000000000000000e+000	-8.67180000000000035243e+001	0.00000000000000000000e+000	5.63694547886369411692e-004	0.00000000000000000000e+000	1.67736569035591663590e-003	0.00000000000000000000e+000	1.20050000877818092704e+001	1	1
1.27009000000000000341e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76716999999999998215e-003	0.00000000000000000000e+000	-8.68439999999999940883e+001	0.00000000000000000000e+000	7.68979500153249258612e-004	0.00000000000000000000e+000	1.59108778426712165789e-003	0.00000000000000000000e+000	1.22730000877054408193e+001	1	1
1.27040999999999996817e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76669000000000001385e-003	0.00000000000000000000e+000	-8.67660000000000053433e+001	0.00000000000000000000e+000	6.42487846702095443015e-004	0.00000000000000000000e+000	1.64572261421544073154e-003	0.00000000000000000000e+000	1.25390000877669081092e+001	1	1
1.27027000000000001023e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77192999999999990270e-003	0.00000000000000000000e+000	-8.67240000000000037517e+001	0.00000000000000000000e+000	5.74520212442354962293e-004	0.00000000000000000000e+000	1.67620477579417210753e-003	0.00000000000000000000e+000	1.28060000877594575286e+001	1	1
1.26995000000000004547e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77384000000000005212e-003	0.00000000000000000000e+000	-8.68439999999999940883e+001	0.00000000000000000000e+000	7.71881933572796954078e-004	0.00000000000000000000e+000	1.59709318019454326459e-003	0.00000000000000000000e+000	1.30730000877520069480e+001	1	1
1.27034999999999996589e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77192999999999990270e-003	0.00000000000000000000e+000	-8.67300000000000039790e+001	0.00000000000000000000e+000	5.84567039421057159723e-004	0.00000000000000000000e+000	1.67272750360675909707e-003	0.00000000000000000000e+000	1.33380000877659767866e+001	1	1
1.26998000000000004661e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77049999999999993841e-003	0.00000000000000000000e+000	-8.67960000000000064801e+001	0.00000000000000000000e+000	6.93054429587128804392e-004	0.00000000000000000000e+000	1.62921631701553335306e-003	0.00000000000000000000e+000	1.36040000877110287547e+001	1	1
1.26983999999999994657e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76859999999999994644e-003	0.00000000000000000000e+000	-8.67900000000000062528e+001	0.00000000000000000000e+000	6.82533472378736203422e-004	0.00000000000000000000e+000	1.63159247947599500041e-003	0.00000000000000000000e+000	1.38680000877939164639e+001	1	1
1.27028999999999996362e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76811999999999997814e-003	0.00000000000000000000e+000	-8.67120000000000032969e+001	0.00000000000000000000e+000	5.53172878783435555822e-004	0.00000000000000000000e+000	1.67935943162220223217e-003	0.00000000000000000000e+000	1.41320000877603888512e+001	1	1
1.26957999999999998408e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76429999999999989613e-003	0.00000000000000000000e+000	-8.68379999999999938609e+001	0.00000000000000000000e+000	7.58185842558897413190e-004	0.00000000000000000000e+000	1.59308151647781482373e-003	0.00000000000000000000e+000	1.43980000877054408193e+001	1	1
1.26966999999999998749e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76954999999999994242e-003	0.00000000000000000000e+000	-8.67360000000000042064e+001	0.00000000000000000000e+000	5.93794183888554042566e-004	0.00000000000000000000e+000	1.66694801049106669337e-003	0.00000000000000000000e+000	1.46630000877194106579e+001	1	1
1.26992000000000004434e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76669000000000001385e-003	0.00000000000000000000e+000	-8.67960000000000064801e+001	0.00000000000000000000e+000	6.91563021862346533584e-004	0.00000000000000000000e+000	1.62571035024466122726e-003	0.00000000000000000000e+000	1.49300000877119600773e+001	1	1
1.26983999999999994657e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77146000000000009185e-003	0.00000000000000000000e+000	-8.68619999999999947704e+001	0.00000000000000000000e+000	7.99428964529690089247e-004	0.00000000000000000000e+000	1.58081746646188971671e-003	0.00000000000000000000e+000	1.51960000877734273672e+001	1	1
1.27007000000000005002e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76954999999999994242e-003	0.00000000000000000000e+000	-8.67480000000000046612e+001	0.00000000000000000000e+000	6.13754327268672982866e-004	0.00000000000000000000e+000	1.65970263247937842820e-003	0.00000000000000000000e+000	1.54600000877398997545e+001	1	1
1.26992000000000004434e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76954999999999994242e-003	0.00000000000000000000e+000	-8.68259999999999934062e+001	0.00000000000000000000e+000	7.41213809061862759220e-004	0.00000000000000000000e+000	1.60683206706737215057e-003	0.00000000000000000000e+000	1.57260000876849517226e+001	1	1
1.26968999999999994088e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77574999999999998471e-003	0.00000000000000000000e+000	-8.68259999999999934062e+001	0.00000000000000000000e+000	7.43810811472748827609e-004	0.00000000000000000000e+000	1.61246194970183728302e-003	0.00000000000000000000e+000	1.59930000877939164639e+001	1	1
1.27012000000000000455e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.78385999999999995957e-003	0.00000000000000000000e+000	-8.67120000000000032969e+001	0.00000000000000000000e+000	5.58097284995712596481e-004	0.00000000000000000000e+000	1.69430927521524660531e-003	0.00000000000000000000e+000	1.62570000877603888512e+001	1	1
1.26980999999999994543e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.78575999999999995155e-003	0.00000000000000000000e+000	-8.68559999999999945430e+001	0.00000000000000000000e+000	7.96306385252703750541e-004	0.00000000000000000000e+000	1.59838509702942758832e-003	0.00000000000000000000e+000	1.65250000876840204000e+001	1	1
1.27021000000000000796e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77479999999999998872e-003	0.00000000000000000000e+000	-8.67600000000000051159e+001	0.00000000000000000000e+000	6.35505968443862289015e-004	0.00000000000000000000e+000	1.65712015378252771822e-003	0.00000000000000000000e+000	1.67920000877929851413e+001	1	1
1.27007000000000005002e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.76859999999999994644e-003	0.00000000000000000000e+000	-8.67600000000000051159e+001	0.00000000000000000000e+000	6.33285922802465008757e-004	0.00000000000000000000e+000	1.65133125083377196168e-003	0.00000000000000000000e+000	1.70560000877594575286e+001	1	1
1.26951999999999998181e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77479999999999998872e-003	0.00000000000000000000e+000	-8.68679999999999949978e+001	0.00000000000000000000e+000	8.10424562496824961617e-004	0.00000000000000000000e+000	1.57896392248266063951e-003	0.00000000000000000000e+000	1.73220000877045094967e+001	1	1
1.27034999999999996589e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77812999999999994498e-003	0.00000000000000000000e+000	-8.67540000000000048885e+001	0.00000000000000000000e+000	6.26725570899394775724e-004	0.00000000000000000000e+000	1.66401963800936786471e-003	0.00000000000000000000e+000	1.75880000877659767866e+001	1	1
1.26968999999999994088e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.78767000000000010097e-003	0.00000000000000000000e+000	-8.68139999999999929514e+001	0.00000000000000000000e+000	7.29270882085626291277e-004	0.00000000000000000000e+000	1.63215440735307057256e-003	0.00000000000000000000e+000	1.78560000876896083355e+001	1	1
1.26963999999999998636e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.78099000000000009039e-003	0.00000000000000000000e+000	-8.67840000000000060254e+001	0.00000000000000000000e+000	6.77444540185751951575e-004	0.00000000000000000000e+000	1.64711695852860296255e-003	0.00000000000000000000e+000	1.81230000876821577549e+001	1	1
1.26980999999999994543e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77479999999999998872e-003	0.00000000000000000000e+000	-8.67720000000000055707e+001	0.00000000000000000000e+000	6.55345177161431894849e-004	0.00000000000000000000e+000	1.64937495396627500747e-003	0.00000000000000000000e+000	1.83900000877911224961e+001	1	1
1.26971999999999994202e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77574999999999998471e-003	0.00000000000000000000e+000	-8.68259999999999934062e+001	0.00000000000000000000e+000	7.43810811472748827609e-004	0.00000000000000000000e+000	1.61246194970183728302e-003	0.00000000000000000000e+000	1.86560000877361744642e+001	1	1
1.26957999999999998408e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.78242000000000005468e-003	0.00000000000000000000e+000	-8.67540000000000048885e+001	0.00000000000000000000e+000	6.28237638464285153006e-004	0.00000000000000000000e+000	1.66803432998749098792e-003	0.00000000000000000000e+000	1.89210000877501443028e+001	1	1
1.26986999999999994770e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.78004000000000009440e-003	0.00000000000000000000e+000	-8.68319999999999936335e+001	0.00000000000000000000e+000	7.55292435295785817562e-004	0.00000000000000000000e+000	1.61185475114383725513e-003	0.00000000000000000000e+000	1.91880000877426937222e+001	1	1
1.26977999999999994429e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.78718999999999991583e-003	0.00000000000000000000e+000	-8.68139999999999929514e+001	0.00000000000000000000e+000	7.29075068527530365491e-004	0.00000000000000000000e+000	1.63171616421226169623e-003	0.00000000000000000000e+000	1.94550000877352431417e+001	1	1
1.27027000000000001023e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.78432999999999998726e-003	0.00000000000000000000e+000	-8.67240000000000037517e+001	0.00000000000000000000e+000	5.78540715867594803820e-004	0.00000000000000000000e+000	1.68793488884595634797e-003	0.00000000000000000000e+000	1.97200000877492129803e+001	1	1
1.27015000000000000568e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77765999999999991729e-003	0.00000000000000000000e+000	-8.68499999999999943157e+001	0.00000000000000000000e+000	7.83133410731999394551e-004	0.00000000000000000000e+000	1.59586250554214891667e-003	0.00000000000000000000e+000	1.99840000877156853676e+001	1	1
1.27024000000000000909e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77812999999999994498e-003	0.00000000000000000000e+000	-8.67780000000000057980e+001	0.00000000000000000000e+000	6.66477720120058915974e-004	0.00000000000000000000e+000	1.64850045358913024039e-003	0.00000000000000000000e+000	2.02500000877771526575e+001	1	1
1.26986999999999994770e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77909000000000009842e-003	0.00000000000000000000e+000	-8.67540000000000048885e+001	0.00000000000000000000e+000	6.27063935669160501564e-004	0.00000000000000000000e+000	1.66491803061985695067e-003	0.00000000000000000000e+000	2.05170000877697020769e+001	1	1
1.26980999999999994543e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77717999999999994899e-003	0.00000000000000000000e+000	-8.68379999999999938609e+001	0.00000000000000000000e+000	7.63720861349442468012e-004	0.00000000000000000000e+000	1.60471156234996497301e-003	0.00000000000000000000e+000	2.07840000877622514963e+001	1	1
1.27021000000000000796e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77336000000000008382e-003	0.00000000000000000000e+000	-8.67540000000000048885e+001	0.00000000000000000000e+000	6.25044320949621752363e-004	0.00000000000000000000e+000	1.65955574972600009009e-003	0.00000000000000000000e+000	2.10490000877762213349e+001	1	1
1.26983999999999994657e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77574999999999998471e-003	0.00000000000000000000e+000	-8.68139999999999929514e+001	0.00000000000000000000e+000	7.24408178726247404915e-004	0.00000000000000000000e+000	1.62127136935632121945e-003	0.00000000000000000000e+000	2.13150000877212733030e+001	1	1
1.26966999999999998749e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77622999999999995301e-003	0.00000000000000000000e+000	-8.67840000000000060254e+001	0.00000000000000000000e+000	6.75633953932440987911e-004	0.00000000000000000000e+000	1.64271475709984915610e-003	0.00000000000000000000e+000	2.15900000877445563674e+001	1	1
1.26983999999999994657e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77574999999999998471e-003	0.00000000000000000000e+000	-8.68080000000000069349e+001	0.00000000000000000000e+000	7.14667569567697469682e-004	0.00000000000000000000e+000	1.62558860955292145203e-003	0.00000000000000000000e+000	2.18570000877371057868e+001	1	1
1.26980999999999994543e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77384000000000005212e-003	0.00000000000000000000e+000	-8.68679999999999949978e+001	0.00000000000000000000e+000	8.09986198974176280566e-004	0.00000000000000000000e+000	1.57810985139544899918e-003	0.00000000000000000000e+000	2.21230000876821577549e+001	1	1
1.27001000000000004775e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77527000000000001641e-003	0.00000000000000000000e+000	-8.67600000000000051159e+001	0.00000000000000000000e+000	6.35674262226355347993e-004	0.00000000000000000000e+000	1.65755898997380448669e-003	0.00000000000000000000e+000	2.23890000877436250448e+001	1	1
1.27001000000000004775e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77622999999999995301e-003	0.00000000000000000000e+000	-8.68379999999999938609e+001	0.00000000000000000000e+000	7.63312610739891317380e-004	0.00000000000000000000e+000	1.60385375617150662333e-003	0.00000000000000000000e+000	2.26530000877100974321e+001	1	1
1.26963999999999998636e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.77717999999999994899e-003	0.00000000000000000000e+000	-8.68259999999999934062e+001	0.00000000000000000000e+000	7.44409797512679072620e-004	0.00000000000000000000e+000	1.61376045489010919512e-003	0.00000000000000000000e+000	2.29200000877026468515e+001	1	1
1.27007000000000005002e+002	0.00000000000000000000e+000	4.00000000000000000000e+003	1.78337999999999999128e-003	0.00000000000000000000e+000	-8.67540000000000048885e+001	0.00000000000000000000e+000	6.28576003234050770425e-004	0.00000000000000000000e+000	1.66893272259798007388e-003	0.00000000000000000000e+000	2.31860000877641141415e+001	1	1
